id	ko
cds-WP_004227851.1	K22718
cds-WP_002907652.1	
cds-WP_002907658.1	K03617
cds-AF52_RS19200	K03615
cds-WP_002907731.1	K03612
cds-WP_032429549.1	K10773
cds-WP_021440245.1	K00799
cds-WP_032429550.1	K01866
cds-WP_032428306.1	
cds-WP_002907749.1	K06077
cds-WP_013815099.1-20	
cds-WP_004143833.1	K06075
cds-WP_004143835.1	
cds-WP_032429551.1	K04565
cds-WP_004189722.1	K06938
cds-WP_002907763.1	K10680
cds-WP_002907764.1	K01759
cds-WP_032429552.1	K07390
cds-WP_004200127.1	
cds-WP_002907773.1	K19577
cds-WP_002907778.1	K03604
cds-WP_002907785.1	
cds-WP_021440257.1	K00793
cds-WP_004180172.1	
cds-AF52_RS25220	
cds-WP_004180175.1	
cds-WP_021440259.1	
cds-WP_002907802.1	
cds-WP_021440261.1	
cds-WP_002907811.1	K01673
cds-WP_004189677.1	
cds-WP_004175829.1	K19271
cds-WP_004175825.1	K02033
cds-WP_021440263.1	K02031
cds-WP_002907918.1	
cds-AF52_RS25225	
cds-WP_021440267.1	
cds-WP_032429556.1	K18456
cds-WP_021440271.1	
cds-WP_021440273.1	K01485
cds-WP_021440274.1	K01470
cds-WP_032429558.1	K02049
cds-WP_032429559.1	
cds-WP_004145368.1	K09824
cds-WP_004189584.1	K17737
cds-WP_021440277.1	K01029
cds-WP_004891326.1	K00074
cds-WP_002908202.1	K00019
cds-WP_002908205.1	K01575
cds-WP_004151179.1	K03366
cds-AF52_RS0123360	
cds-WP_014599186.1	K02200
cds-WP_021440283.1	K02198
cds-WP_021440285.1	K02196
cds-WP_032428317.1	K02194
cds-WP_182920176.1	K22474
cds-WP_004217200.1	K06152
cds-WP_002908292.1	K02010
cds-WP_002908297.1	K02012
cds-WP_021440289.1	K22015
cds-AF52_RS18635	
cds-WP_004175720.1	
cds-WP_002908370.1	
cds-WP_002908374.1	K02028
cds-WP_032428319.1	K02030
cds-WP_004148675.1	K02016
cds-WP_004213478.1	K02015
cds-WP_004891261.1	K02014
cds-WP_004148681.1	K02050
cds-WP_002908454.1	K15553
cds-WP_016947511.1	K04091
cds-WP_002908526.1	K24700
cds-WP_021440300.1	K05810
cds-WP_004180340.1	K01666
cds-WP_032429566.1	K02554
cds-WP_021440303.1	K05713
cds-WP_004184404.1	K05818
cds-WP_004151840.1	K02015
cds-WP_014907413.1	K02020
cds-WP_004148701.1	K08194
cds-WP_002908844.1	
cds-WP_014907411.1	
cds-WP_002908859.1	K00873
cds-WP_004143241.1	K19234
cds-WP_002908867.1	K11717
cds-WP_013815099.1-23	
cds-WP_002908876.1	K09013
cds-WP_004143232.1	K05997
cds-WP_014343173.1	
cds-WP_002908882.1	K18301
cds-WP_021440309.1	
cds-WP_020805192.1	
cds-WP_004175653.1	
cds-WP_002908998.1	K02015
cds-WP_182920187.1	
cds-WP_002909008.1	
cds-WP_002909014.1	
cds-WP_004175614.1	
cds-WP_002909055.1	K01007
cds-WP_002909061.1	K09773
cds-WP_002909070.1	
cds-WP_002909082.1	K13695
cds-WP_004180371.1	K00432
cds-WP_004151850.1	K06073
cds-WP_002909089.1	
cds-WP_021440321.1	
cds-WP_015958605.1	K01890
cds-WP_001386830.1	
cds-WP_001124225.1	K02916
cds-WP_032429575.1	K01868
cds-WP_002910030.1	K07283
cds-WP_004184572.1	
cds-WP_014343181.1	K03832
cds-WP_032103891.1	
cds-WP_004194006.1	
cds-WP_002910079.1	K09901
cds-WP_002910083.1	K10823
cds-WP_004145396.1	K15582
cds-WP_004148754.1	K15580
cds-WP_004145398.1	
cds-WP_002910100.1	K00857
cds-WP_002910103.1	K03746
cds-WP_002910107.1	K02485
cds-WP_032429578.1	K09858
cds-WP_032428322.1	K03719
cds-WP_032429579.1	K00374
cds-WP_019705142.1	K00371
cds-WP_032428329.1	
cds-WP_004175566.1	K07673
cds-WP_002910201.1	
cds-WP_021440334.1	K00362
cds-WP_004152255.1	K15577
cds-WP_021440335.1	
cds-WP_002910387.1	
cds-WP_002910389.1	K06197
cds-WP_002910393.1	K01627
cds-WP_004145428.1	
cds-WP_002910403.1	K02835
cds-WP_002910405.1	K02494
cds-WP_002910407.1	K00948
cds-WP_004175547.1	
cds-WP_004180389.1	K01056
cds-WP_004145442.1	
cds-WP_032429582.1	K11911
cds-WP_004175532.1	K11906
cds-AF52_RS17835	K11896
cds-WP_004899005.1	
cds-WP_013815099.1-24	
cds-AF52_RS25250	
cds-WP_187079183.1	
cds-AF52_RS26890	
cds-WP_050484277.1	
cds-WP_024622687.1	K11893
cds-WP_032429588.1	
cds-AF52_RS17780	
cds-WP_050484282.1	
cds-WP_032429590.1	
cds-WP_032429592.1	K09961
cds-WP_032429594.1	
cds-WP_087749278.1	
cds-WP_020804048.1	K01185
cds-WP_032429600.1	
cds-WP_032429601.1	
cds-WP_004141687.1	
cds-WP_032429606.1	
cds-WP_032429608.1	
cds-AF52_RS25290	
cds-WP_032429609.1	
cds-WP_032429610.1	
cds-AF52_RS0123495	
cds-WP_187079188.1	
cds-WP_004141720.1-2	
cds-WP_019704102.1	
cds-WP_072001571.1	
cds-AF52_RS27875	
cds-WP_032429617.1	
cds-WP_032429619.1	
cds-WP_032429621.1	
cds-WP_032429622.1	
cds-WP_019725112.1	
cds-AF52_RS0123510	
cds-WP_004175494.1	K03288
cds-WP_002910717.1	
cds-WP_002910720.1	K21645
cds-WP_004148803.1	K01995
cds-WP_004175489.1	K01997
cds-WP_004225356.1	
cds-WP_021440352.1	K00932
cds-WP_004211070.1	K01754
cds-WP_004148810.1	
cds-WP_024622741.1	
cds-WP_002910830.1	K07395
cds-WP_004184646.1	
cds-AF52_RS26335	
cds-WP_023328505.1	K02014
cds-WP_002910883.1	K01297
cds-WP_002910887.1	K01775
cds-WP_032409324.1	
cds-WP_002910890.1	K03603
cds-WP_002910894.1	K03611
cds-WP_021440363.1	K09160
cds-WP_002910898.1	K09902
cds-WP_002910900.1	K03609
cds-WP_187079189.1	K03684
cds-WP_002910905.1	K07285
cds-WP_004175456.1	K03722
cds-WP_004145519.1	
cds-WP_004180429.1	
cds-WP_024622747.1	K21090
cds-WP_002910917.1	K02794
cds-WP_004145526.1	K02796
cds-WP_009484665.1	K23242
cds-WP_002910924.1	K03587
cds-WP_071526670.1	
cds-WP_002911375.1	
cds-WP_002911378.1	K19333
cds-WP_002911381.1	K03799
cds-WP_002911385.1	K03607
cds-WP_002911387.1	K03808
cds-WP_032429627.1	K11392
cds-WP_002911395.1	
cds-WP_014907334.1	K09824
cds-WP_002911404.1	
cds-WP_004151448.1	K07156
cds-WP_002911407.1	K10857
cds-WP_004180434.1	
cds-WP_002911418.1	K08289
cds-WP_002911425.1	K01690
cds-WP_004145554.1	
cds-WP_002911440.1	K00873
cds-WP_004148858.1	K19304
cds-WP_002911449.1	K09817
cds-WP_004148860.1	K03551
cds-WP_002911456.1	K01159
cds-WP_002911477.1	K08310
cds-WP_004145564.1	
cds-WP_002911484.1	K07136
cds-WP_032429630.1	K15257
cds-WP_015958659.1	K09907
cds-WP_002911497.1	K15532
cds-WP_002911500.1	K14064
cds-WP_002911505.1	K01087
cds-WP_004184670.1	K10539
cds-WP_160540596.1	
cds-WP_004148869.1	
cds-WP_002911524.1	
cds-WP_021440396.1	
cds-WP_004141101.1	K02217
cds-WP_004151453.1	K03834
cds-WP_004180444.1	
cds-WP_002911538.1	K03703
cds-WP_002911541.1	
cds-WP_024622767.1	K10010
cds-WP_021313403.1	K05396
cds-WP_004899206.1	K01176
cds-WP_004180447.1	K07781
cds-WP_002911589.1	
cds-AF52_RS25350	
cds-WP_024622769.1	K07458
cds-WP_002911594.1	K06950
cds-WP_002911596.1	
cds-WP_009484428.1	
cds-WP_022631352.1	K16291
cds-WP_002911729.1	K19338
cds-WP_022631351.1	K16137
cds-WP_004184763.1	
cds-WP_004141189.1	K19238
cds-WP_004151469.1	
cds-WP_022631349.1	
cds-WP_004180471.1	K00433
cds-WP_022631348.1	K03566
cds-WP_002911866.1	
cds-WP_016831855.1	
cds-WP_022631347.1	K08172
cds-WP_032429739.1	
cds-WP_002911879.1	K07168
cds-WP_004200364.1	K00768
cds-WP_002911883.1	K09802
cds-WP_021440421.1	K07470
cds-WP_032429635.1	K01141
cds-WP_002912109.1	
cds-WP_096335043.1	
cds-WP_004152513.1	
cds-WP_002912152.1	K00765
cds-WP_032429636.1	K00817
cds-WP_002912227.1	K02501
cds-WP_004180497.1	K02500
cds-WP_004198893.1	
cds-AF52_RS16545	
cds-AF52_RS27905	
cds-AF52_RS0123605	
cds-AF52_RS25365	K19354
cds-WP_032429639.1	
cds-WP_004214006.1	
cds-WP_002912373.1	K09690
cds-WP_032429640.1	K08679
cds-AF52_RS26965	
cds-WP_032429644.1	K00012
cds-WP_004180506.1	K00971
cds-WP_013815099.1-29	
cds-WP_032429645.1	
cds-WP_072001573.1	
cds-WP_020801666.1	
cds-WP_032429647.1	
cds-WP_020801632.1	
cds-WP_020801642.1	
cds-WP_032429648.1	K16692
cds-WP_020801619.1	K01991
cds-WP_032429650.1	
cds-WP_004184823.1	
cds-WP_004151147.1	
cds-WP_004151145.1	K01494
cds-WP_032429651.1	K01247
cds-WP_032429747.1	
cds-WP_032409828.1	
cds-WP_004149053.1	
cds-WP_004149055.1	K07788
cds-WP_032429656.1	K18326
cds-WP_004175198.1	K07664
cds-WP_004151134.1	
cds-WP_032429748.1	K02031
cds-WP_004149062.1	K02033
cds-WP_002912648.1	
cds-WP_016529109.1	
cds-WP_004144197.1	K00007
cds-WP_032429660.1	
cds-WP_023285368.1	K00875
cds-WP_002912704.1	K11645
cds-WP_004151131.1	K00878
cds-WP_004175111.1	
cds-WP_009307425.1	K06901
cds-WP_002912749.1	K23243
cds-WP_032429661.1	K03593
cds-WP_002912756.1	
cds-WP_002912760.1	K02478
cds-WP_022631308.1	K05846
cds-WP_023285369.1	K05846
cds-WP_009307419.1	K05349
cds-WP_002912829.1	
cds-WP_002912831.1	
cds-WP_032429662.1	
cds-WP_032429663.1	K02757
cds-WP_004175080.1	K07267
cds-WP_002912865.1	K06518
cds-WP_002912869.1	K01489
cds-WP_002912871.1	K10541
cds-WP_002912878.1	K10540
cds-WP_021440476.1	K07148
cds-WP_004151123.1	K01070
cds-WP_002912929.1	K11733
cds-WP_002912935.1	
cds-WP_021440480.1	K02770
cds-WP_032428355.1	K11183
cds-WP_004175066.1	K06940
cds-WP_002912952.1	K01686
cds-WP_021463904.1	
cds-WP_002912967.1	K13694
cds-WP_032429666.1	K13893
cds-WP_004149131.1	K13895
cds-WP_002912974.1	
cds-WP_002912977.1	K06183
cds-WP_002912979.1	K02897
cds-AF52_RS0123640	
cds-WP_002912986.1	
cds-WP_004195346.1	K09904
cds-WP_032429667.1	
cds-WP_002912994.1	K00116
cds-WP_020324457.1	K03321
cds-WP_004184919.1	K06159
cds-WP_021440495.1	K10778
cds-WP_032429669.1	K09475
cds-WP_002913007.1	K07687
cds-WP_032429671.1	K02469
cds-WP_002913016.1	K00525
cds-WP_002913017.1	K11107
cds-WP_002913019.1	K02445
cds-WP_015958752.1	K00112
cds-WP_032428357.1	K12660
cds-WP_004175029.1	K12661
cds-WP_004184973.1	
cds-WP_024622815.1	
cds-WP_021440500.1	K01911
cds-WP_002913098.1	K01661
cds-WP_002913103.1	K02551
cds-WP_004184987.1	K02348
cds-WP_004151107.1	K00343
cds-WP_032429675.1	K00341
cds-WP_002913150.1	K00339
cds-WP_002913156.1	K00337
cds-WP_002913158.1	K00335
cds-WP_002913162.1	K13378
cds-WP_002913181.1	K00330
cds-WP_002913185.1	K14260
cds-WP_032428358.1	
cds-WP_002913193.1	K09161
cds-WP_002913195.1	K00925
cds-WP_032429676.1	
cds-WP_004180746.1	K00799
cds-WP_002913200.1	K07589
cds-WP_004217247.1	
cds-WP_002913206.1	K10017
cds-WP_002913208.1	K10016
cds-WP_002913210.1	K10013
cds-WP_014599227.1	K03186
cds-WP_002913214.1	K03558
cds-WP_021440515.1	K11754
cds-WP_002913221.1	K03975
cds-WP_002913227.1	
cds-WP_032429679.1	
cds-WP_002913291.1	K00647
cds-WP_002913338.1	
cds-WP_002913340.1	K07090
cds-WP_002913342.1	K01736
cds-WP_002913348.1	
cds-WP_032429681.1	K01782
cds-WP_002913359.1	
cds-WP_002913362.1	K04754
cds-WP_004174945.1	
cds-WP_021440524.1	K11921
cds-WP_023282888.1	K03449
cds-WP_002913372.1	K14261
cds-WP_004153200.1	
cds-WP_002913374.1	K02477
cds-WP_004154521.1	
cds-WP_002913417.1	K19265
cds-WP_002913421.1	K03322
cds-WP_032429682.1	
cds-WP_002913435.1	
cds-WP_021440528.1	
cds-WP_002913440.1	K09954
cds-WP_004180822.1	K03528
cds-WP_002913498.1	K01738
cds-WP_021440531.1	K08483
cds-WP_004890526.1	
cds-WP_004174915.1	
cds-WP_004890515.1	K12339
cds-WP_004890510.1	K02047
cds-WP_032429684.1	K02048
cds-WP_020803947.1	K07223
cds-WP_002913635.1	
cds-WP_002913639.1	K01448
cds-WP_002913642.1	K04033
cds-WP_004174905.1	K04026
cds-WP_032429686.1	K03735
cds-WP_004149260.1	K04023
cds-WP_004180842.1	K04024
cds-WP_002913719.1	K04028
cds-WP_021440542.1	K04020
cds-WP_002913725.1	K04030
cds-WP_002913729.1	K04031
cds-WP_002913732.1	K00616
cds-WP_009309515.1	
cds-WP_032429689.1	
cds-WP_100181659.1	
cds-WP_021440546.1	K01439
cds-WP_002913770.1	K06999
cds-WP_032429690.1	K07054
cds-WP_004149279.1	K07287
cds-WP_002913804.1	K03567
cds-WP_002913806.1	K03548
cds-WP_002913807.1	K01423
cds-WP_023301620.1	
cds-WP_002913824.1	K02824
cds-WP_021440551.1	K01223
cds-WP_004149288.1	K01933
cds-WP_002913838.1	K00937
cds-WP_032429691.1	
cds-WP_004221278.1	
cds-WP_021440557.1	K06871
cds-WP_004151979.1	K01951
cds-WP_015958798.1	K03601
cds-WP_021313079.1	
cds-WP_032418518.1	
cds-WP_002913889.1	K17713
cds-WP_004149335.1	K01892
cds-WP_004149336.1	K15539
cds-WP_004144312.1	K00940
cds-WP_021440561.1	K06894
cds-WP_032429692.1	
cds-WP_002913953.1	K07751
cds-WP_002913956.1	K04755
cds-WP_004174835.1	K04082
cds-WP_002913991.1	K04488
cds-WP_002913993.1	K13643
cds-WP_002913995.1	K01092
cds-WP_021440565.1	K08970
cds-WP_002914002.1	
cds-WP_021440567.1	
cds-WP_015958809.1	
cds-WP_002914024.1	K15977
cds-WP_004185137.1	K05916
cds-WP_004149357.1	K07715
cds-WP_004888415.1	K07711
cds-WP_004144346.1	K18691
cds-WP_004180922.1	K18697
cds-WP_004888420.1	
cds-WP_004888422.1	K03474
cds-WP_002914063.1	K03595
cds-WP_002914067.1	K03100
cds-WP_004144354.1	K03803
cds-WP_002914072.1	K03597
cds-WP_121980491.1	
cds-WP_002914079.1	K15460
cds-WP_002914084.1	K06866
cds-WP_002914089.1	K03214
cds-WP_002914092.1	K05812
cds-WP_002914094.1	K00998
cds-WP_004144368.1	K03761
cds-WP_002890376.1	K02822
cds-AF52_RS27035	
cds-AF52_RS14410	
cds-AF52_RS14400	
cds-WP_032429763.1	K08682
cds-WP_002890390.1	K07568
cds-WP_002890398.1	K03210
cds-WP_002890403.1	K03074
cds-WP_004144646.1	
cds-WP_002890414.1	
cds-WP_004144650.1	K11752
cds-WP_002891356.1	K03625
cds-WP_004177266.1	K01095
cds-WP_004144655.1	K01662
cds-WP_032429766.1	K03602
cds-WP_032429768.1	
cds-WP_002891462.1	K00077
cds-WP_004144660.1	
cds-WP_002891473.1	K08195
cds-WP_032103307.1	
cds-WP_032429771.1	
cds-WP_002891624.1	K02624
cds-WP_002891629.1	K02257
cds-WP_002891635.1	K02299
cds-WP_002891641.1	K02297
cds-WP_002891647.1	K07286
cds-WP_004147333.1	K03545
cds-WP_002891807.1	K03544
cds-WP_002444653.1	K03530
cds-WP_004144680.1	K02237
cds-WP_002891863.1	K06920
cds-WP_004151335.1	K11938
cds-WP_002891873.1	K05800
cds-WP_032429785.1	K18890
cds-WP_004152876.1	K03320
cds-WP_002891903.1	K09914
cds-WP_004178755.1	
cds-WP_004147373.1	K18138
cds-WP_002892080.1	K03577
cds-WP_032429788.1	
cds-WP_002892142.1	K04067
cds-WP_002892145.1	K00759
cds-WP_002892173.1	K09747
cds-WP_002892181.1	K04079
cds-WP_002892189.1	K01772
cds-WP_002892195.1	K03455
cds-WP_002892203.1	K11751
cds-WP_004151327.1	K09973
cds-WP_002892208.1	K19591
cds-WP_002892258.1	
cds-WP_004893788.1	K02069
cds-WP_009484702.1	
cds-WP_032429794.1	K02003
cds-WP_004219504.1	
cds-WP_004151323.1	K06917
cds-WP_004151322.1	K01588
cds-WP_004151320.1	K03269
cds-WP_004143010.1	K01883
cds-WP_004143017.1	K01491
cds-AF52_RS25480	
cds-AF52_RS13845	K10708
cds-AF52_RS27075	
cds-AF52_RS27080	
cds-WP_021441375.1	
cds-WP_004223482.1	
cds-WP_004176981.1	
cds-WP_016946855.1	
cds-WP_021441372.1	
cds-WP_032428635.1	K02014
cds-WP_032428631.1	K00146
cds-WP_002892824.1	K06995
cds-WP_021441366.1	
cds-WP_004178884.1	
cds-WP_004183273.1	
cds-WP_009308086.1	K24118
cds-WP_004183270.1	
cds-WP_013815099.1-34	
cds-WP_021441356.1	K00847
cds-WP_021441355.1	K02810
cds-WP_187079191.1	K03484
cds-WP_004152946.1	K17214
cds-WP_002892597.1	K17213
cds-AF52_RS13635	K00010
cds-WP_004191478.1	
cds-WP_187079192.1	
cds-WP_032429814.1	K03765
cds-WP_002892400.1	K02517
cds-WP_032428620.1	K01647
cds-WP_002892370.1	
cds-WP_013815099.1-35	
cds-WP_004183295.1	K02795
cds-WP_002893017.1	K02793
cds-WP_004142557.1	
cds-WP_171991789.1	
cds-WP_002893037.1	
cds-WP_021441380.1	
cds-WP_004176956.1	
cds-WP_021441381.1	K02035
cds-WP_008805546.1	K02034
cds-WP_021441382.1	K02031
cds-WP_032428650.1	K15269
cds-WP_004176948.1	K00375
cds-WP_002893187.1	K02029
cds-WP_004151676.1	K02028
cds-WP_004183313.1	K15372
cds-WP_077254746.1	
cds-WP_022615459.1	K07486
cds-WP_021441389.1	K02031
cds-WP_021441390.1	K02033
cds-WP_002893466.1	
cds-WP_004147503.1	K00130
cds-WP_004142478.1	K02168
cds-WP_021441392.1	K16053
cds-WP_004183326.1	
cds-WP_032428654.1	
cds-WP_004893549.1	K00615
cds-WP_021441398.1	
cds-WP_032429833.1	K17204
cds-WP_021441401.1	K17202
cds-WP_021441403.1	K19611
cds-WP_004176919.1	
cds-WP_002893737.1	K23188
cds-WP_032429835.1	K23186
cds-WP_004147526.1	K23185
cds-WP_004147529.1	K02363
cds-WP_024622880.1	K00216
cds-WP_021441407.1	K06200
cds-WP_004178982.1	
cds-WP_021464368.1	
cds-WP_020801584.1	K02056
cds-WP_002894036.1	K02058
cds-WP_004210859.1	K00899
cds-WP_032429839.1	K01093
cds-WP_004151655.1	K01092
cds-WP_032429842.1	K01485
cds-WP_032429843.1	K10974
cds-WP_032429844.1	
cds-WP_032429849.1	
cds-WP_004147555.1	K10440
cds-WP_032429851.1	K10439
cds-WP_002894357.1	K08967
cds-WP_020802207.1	K14287
cds-WP_002894369.1	
cds-WP_002894375.1	K03805
cds-WP_004183398.1	K03387
cds-WP_002894404.1	K06140
cds-WP_004142371.1	K03326
cds-WP_002439184.1	K03704
cds-WP_002894461.1	K11206
cds-WP_002894467.1	K03644
cds-WP_002894472.1	K03801
cds-WP_002894539.1	K07258
cds-WP_002894613.1	K05837
cds-WP_002894620.1	K00783
cds-WP_004151650.1	K02226
cds-WP_032429857.1	K02340
cds-WP_004147581.1	K01869
cds-WP_032429859.1	
cds-WP_002894706.1	K10004
cds-WP_002894709.1	K10003
cds-WP_032429861.1	K03820
cds-WP_002894722.1	K07042
cds-WP_002894730.1	K06168
cds-WP_002894734.1	K01953
cds-WP_002894742.1	K02565
cds-WP_002894749.1	K02564
cds-WP_002894753.1	K01886
cds-WP_004152230.1	
cds-WP_166686314.1	
cds-WP_002894765.1	K03839
cds-WP_004152229.1	K01175
cds-WP_002894773.1	K01835
cds-WP_002894776.1	K07667
cds-WP_032429868.1	K01548
cds-WP_004152226.1	K01546
cds-WP_004142243.1	
cds-WP_004893379.1	K03305
cds-WP_004176857.1	K23123
cds-WP_004183435.1	K07160
cds-WP_004176855.1	
cds-WP_002894935.1	K05522
cds-WP_004142216.1	K00241
cds-WP_004179067.1	K00239
cds-WP_012068464.1	K00164
cds-WP_002895039.1	K01903
cds-WP_002895047.1	K00425
cds-WP_002895051.1	K00424
cds-WP_002895056.1	K07107
cds-WP_002895061.1	K03560
cds-WP_032429872.1	K03641
cds-WP_002895071.1	
cds-WP_002895074.1	K03517
cds-WP_004147641.1	K16264
cds-WP_002895086.1	K01626
cds-WP_023302155.1	K01785
cds-WP_004142166.1	K00965
cds-WP_032428718.1	K05776
cds-WP_002895156.1	
cds-WP_002895159.1	K02018
cds-WP_002895164.1	
cds-WP_002895168.1	K21976
cds-WP_004151693.1	K21974
cds-WP_032429874.1	K21972
cds-WP_002895280.1	
cds-WP_002895283.1	
cds-AF52_RS0123875	
cds-WP_021441450.1	
cds-WP_004142122.1	K01051
cds-WP_021441452.1	K01479
cds-AF52_RS27965	K01712
cds-WP_032428723.1	K01745
cds-WP_002895575.1	
cds-WP_032429877.1	K01012
cds-WP_032429878.1	K02169
cds-WP_004152853.1	
cds-WP_004147678.1	K03702
cds-WP_002895659.1	K07771
cds-WP_004142092.1	
cds-WP_021441455.1	K03638
cds-WP_002895672.1	K03636
cds-WP_004142079.1	K06890
cds-WP_032429882.1	K06131
cds-WP_004176793.1	
cds-WP_004212202.1	K01992
cds-WP_002895745.1	K01993
cds-WP_004223785.1	
cds-WP_019705008.1	
cds-WP_032429885.1	
cds-WP_002895753.1	K00615
cds-WP_032429886.1	K11927
cds-WP_004179105.1	
cds-WP_032428726.1	
cds-WP_016529094.1	
cds-WP_021441458.1	K22044
cds-WP_002895837.1	K10037
cds-WP_002895841.1	K04047
cds-WP_002895845.1	K11934
cds-WP_002895851.1	
cds-WP_021441462.1	
cds-WP_004151705.1	K03492
cds-WP_002895874.1	
cds-WP_021441465.1	K01187
cds-WP_004219745.1	
cds-WP_004212174.1	K07757
cds-WP_004183492.1	K04069
cds-WP_032429890.1	K03750
cds-WP_004151710.1	K13892
cds-WP_002892997.1	K13890
cds-WP_032429891.1	K14441
cds-WP_004151712.1	K19688
cds-WP_004176727.1	K00799
cds-WP_171290763.1	
cds-AF52_RS11970	
cds-WP_032429893.1	K07258
cds-WP_004141974.1	K19302
cds-WP_004141971.1	K20861
cds-WP_032429895.1	K23778
cds-WP_002896351.1	
cds-WP_004179132.1	
cds-WP_002896363.1	K05844
cds-WP_002896368.1	K11073
cds-WP_002896371.1	K11075
cds-WP_002896376.1	
cds-WP_002896380.1	
cds-WP_002896384.1	K09996
cds-WP_002896386.1	K09999
cds-WP_002896392.1	K10000
cds-AF52_RS11825	
cds-AF52_RS11815	
cds-WP_002896399.1	
cds-WP_032429901.1	K01620
cds-WP_002896408.1	K15977
cds-WP_004176696.1	K05601
cds-WP_013815099.1-38	
cds-WP_032429902.1	K06188
cds-WP_032429903.1	K07459
cds-WP_032429904.1	K05685
cds-WP_002896520.1	K06891
cds-WP_001040187.1	K02518
cds-WP_004224003.1	K16012
cds-WP_002898019.1	K00384
cds-AF52_RS0123915	K03466
cds-WP_004179165.1	K07478
cds-WP_004147794.1	K07306
cds-WP_004150844.1	K07308
cds-WP_002898145.1	K04069
cds-WP_032429911.1	K06212
cds-WP_002898152.1	
cds-WP_002898157.1	K00800
cds-WP_002898162.1	K02945
cds-WP_032411196.1	K02238
cds-WP_016946992.1	K00912
cds-WP_002898177.1	K09791
cds-WP_002898182.1	
cds-WP_002898187.1	K06219
cds-WP_004150840.1	K03804
cds-WP_002898195.1	K21470
cds-WP_002898200.1	K01069
cds-WP_004141771.1	K09476
cds-AF52_RS11510	
cds-WP_004179185.1	K01751
cds-WP_032429918.1	K06016
cds-WP_002898217.1	K00763
cds-WP_004150838.1	K15555
cds-WP_002898293.1	K04091
cds-WP_032429920.1	K00299
cds-WP_002898308.1	K18657
cds-WP_004147847.1	K12297
cds-WP_004147849.1	K03808
cds-WP_002898392.1	K09857
cds-WP_002898398.1	K01716
cds-WP_002898404.1	K09911
cds-WP_002898418.1	K13053
cds-WP_002898422.1	
cds-WP_004176653.1	K03658
cds-WP_004144085.1	K06929
cds-AF52_RS0123935	
cds-AF52_RS11335	K12543
cds-AF52_RS11330	
cds-WP_032429986.1	
cds-WP_032429928.1	K06969
cds-WP_004183586.1	
cds-WP_002898457.1	K11179
cds-WP_032429929.1	K15580
cds-WP_032429931.1	
cds-WP_004211006.1	K00135
cds-WP_009308376.1	K03451
cds-WP_004221441.1	K16135
cds-WP_032429937.1	K09472
cds-WP_020802183.1	K09473
cds-WP_004141463.1	K14052
cds-WP_021441517.1	
cds-WP_004141456.1	
cds-WP_002898701.1	
cds-WP_004224058.1	
cds-WP_004199515.1	
cds-WP_004176611.1	K09024
cds-WP_004179289.1	K09023
cds-WP_004224061.1	K09020
cds-WP_002898883.1	K09017
cds-WP_032429939.1	K13821
cds-WP_032429941.1	
cds-WP_020806188.1-3	K07481
cds-WP_021440205.1	K05550
cds-WP_004143751.1	K05783
cds-WP_148673683.1	K08348
cds-WP_002906457.1	K08350
cds-WP_004175994.1	
cds-WP_021440202.1	
cds-WP_020802157.1	
cds-WP_021440201.1	K02031
cds-WP_021440201.1	K02032
cds-WP_023280140.1	K02033
cds-WP_002906221.1	K13953
cds-WP_004176019.1	
cds-WP_004200032.1	
cds-WP_002906125.1	K00027
cds-WP_004143727.1	K02972
cds-WP_021440195.1	
cds-WP_004151242.1	
cds-WP_013815099.1-43	
cds-WP_023301896.1	
cds-WP_021440193.1	K05343
cds-WP_004148482.1	
cds-WP_002906035.1	
cds-WP_002906030.1	K04063
cds-WP_004184165.1	K02030
cds-WP_004151892.1	
cds-WP_023280134.1	
cds-WP_004180040.1	K08369
cds-AF52_RS0123990	K06916
cds-WP_004184162.1	
cds-WP_004143692.1	K09936
cds-WP_004189919.1	K01951
cds-WP_004184158.1	K06139
cds-WP_004143685.1	K06137
cds-WP_002905689.1	
cds-WP_032429953.1	
cds-WP_032428291.1	
cds-WP_032429955.1	
cds-WP_002905540.1	K00836
cds-WP_021440179.1	K15598
cds-WP_004189949.1	K15600
cds-AF52_RS28000	
cds-WP_021440176.1	
cds-WP_004148452.1	K02529
cds-WP_021440173.1	K01487
cds-WP_004179987.1	
cds-WP_004179983.1	K16842
cds-WP_004189983.1	
cds-AF52_RS25690	
cds-WP_002882539.1	
cds-WP_187079194.1	K00852
cds-WP_002882531.1	K10440
cds-WP_002882527.1	K06726
cds-WP_004151555.1	K03924
cds-WP_002882514.1	K01914
cds-WP_004144988.1	K06205
cds-WP_004151554.1	K03501
cds-WP_004144991.1	K02116
cds-WP_000429386.1	K02110
cds-WP_004144994.1	K02113
cds-WP_004144996.1	K02115
cds-WP_001251971.1	K02114
cds-WP_004150309.1	K00820
cds-WP_004145004.1	K02037
cds-WP_004145006.1	K02036
cds-AF52_RS10495	K10124
cds-AF52_RS10485	K10124
cds-WP_004895208.1	
cds-WP_004145100.1	K06901
cds-WP_004145098.1	
cds-WP_004181598.1	K08163
cds-WP_004151538.1	K03650
cds-WP_004151536.1	K08998
cds-WP_000831330.1	K02914
cds-WP_004145090.1	K02338
cds-WP_004173845.1	K02470
cds-WP_020806188.1-4	K07481
cds-WP_021440944.1	K08194
cds-WP_004151524.1	
cds-WP_004145074.1	K04081
